subject,model,sL,sC,sR,noise_amp,S_amplitude,S_d,U_int_amplitude,U_int_baseline,U_ext_amplitude,nll,nll/trial,U_int_onset,rel_vs_ceiling_bal
A95,spatialU,-0.0617971820756793,0.4719460755586624,-0.07027975749224424,1.971168573221957,0.5658263731002807,0.7625540742650628,0.0,-1.3446306567639112,1.6622798293828964,3993.637419814507,0.8058186884210063,,0.7549728299330845
A87,spatialU,0.17236661911010742,0.5983521938323975,0.21833324432373047,1.9992452548220985,0.6381318473815918,0.3007349014282227,0.0,-1.581331729888916,1.6848554611206055,5865.511126934836,0.7823811026990578,,0.754712439703808
A89,temporalU,0.4498446074867388,0.4636487336101709,0.47813233264605515,0.7718659921399419,0.14126802498125474,0.9642367464024575,2.410865400917828,-1.1608229828125332,-0.09999999997671694,5719.52590108703,0.7629086169250408,0.3351170415309025,0.8732364752937701
A89,temporalU,0.6428879635462295,0.6474669645443782,0.7020249632823266,1.36369100695698,0.22035371724975905,0.43310151060093177,1.1357099817309972,-0.9995297433744099,-0.09990094669365135,5694.380547131544,0.759554561442116,0.0875848567516789,0.8819610852232397
A89,temporalU,0.5228934852138991,0.5311460263974368,0.5551445566743496,0.7258661559391069,0.11939572422132183,0.5105052538128803,0.8605334425810724,-0.9227484126931813,0.09835764170929906,5666.7669887786005,0.7558712803492864,0.23666779685408257,0.8915420808147336
A89,temporalU,0.6098896488547325,0.6110989339649677,0.644009068608284,0.7940097132032761,0.13330779075622562,0.9173458307981492,0.9449181854724884,-0.8475560992956161,-0.09979870915412903,5668.139423095488,0.7560543448173254,0.4114958652853966,0.8910658912932077
A89,temporalU,0.5283919518751645,0.5323553084572268,0.5552073317921895,0.7429027329960081,0.12713788146429583,0.5838741632302118,1.6162715528917033,-1.301457428944559,0.2063395570476132,5701.325271582058,0.7604808952357021,0.024975186873318317,0.8795514944890767
A89,temporalU,0.461021270690253,0.4648304046713747,0.48007786911330186,0.6659083767916275,0.11852569215116093,0.7300004045770039,1.6136232960270718,-0.8831036009942181,-0.09960227366536856,5698.880439531381,0.760154787185725,0.2428068785002106,0.880399770716287
A92,temporalU,0.4708087854228893,0.515426180853467,0.554879834670885,0.837818506280247,0.14053042084733536,0.309033338612619,1.8359046443870284,-1.201377929755722,-0.04430487198737865,6060.541981862181,0.8083956224972898,0.05316830659661856,0.8138213765622917
A89,temporalU,0.4962253720689205,0.508241089718922,0.5218082466990381,0.7839229994956933,0.13461448972610013,0.9109247014252561,1.5951847709002323,-1.0097152167932109,-0.03601335373787151,5697.9575274086765,0.7600316829943546,0.30330302672198284,0.880719990836633
A93,temporalU,0.4429699061438441,0.49734108801931143,0.4774170806631446,0.5030030053004276,0.08933120898902414,0.31237420737743377,1.3860279694199562,-1.272344520315528,0.297397144138813,4433.37629327503,0.7412433193905751,7.450579042611594e-11,0.8778479487454653
A89,temporalU,0.5192792381338904,0.5197410463339338,0.5376772081168326,0.4380787362991986,0.07453825340250542,0.5238346519871868,0.8785494087381949,-1.013500750125644,0.2813681620627335,5672.4986200000985,0.7566358036548084,0.31994555593404983,0.8895533934907983
A89,temporalU,0.3550275772746154,0.3574505099651297,0.3685739362792404,0.6382565169593936,0.11828990046798249,0.7775575930159988,2.089055818503425,-1.0694805108626042,0.007440504205618481,5707.783981305233,0.7613424011344849,0.2546479736826806,0.8773105348636075
A96,temporalU,0.618589170457625,0.7518248629209978,0.6775689602613113,0.6953502274103546,0.13895164305901975,0.9998800560105197,1.9621292957666583,-1.6190618516712902,-0.08820219848439592,3902.4501122069305,0.7152584516508304,8.859596883148413e-05,0.8556043844094711
A95,temporalU,0.4415661977814125,0.49473566002734515,0.47393988408839505,0.6957910974447982,0.12309739082424132,0.9867015011974218,1.9518713184315857,-0.9976905353137226,-0.09269676353051182,3784.3984507581745,0.7635993645597607,0.26368531197055656,0.8638360099564372
A89,temporalU,0.41263718902456503,0.42236307488457214,0.43461330794787045,0.8367873257638156,0.14953099217213095,0.8507587363028052,2.498956468212782,-1.3020826497847793,0.07813923877165507,5720.949789865894,0.7630985447333458,0.30656650496447674,0.8727424327680408
A83,temporalU,0.5084301363676786,0.4941581804305315,0.49848536867648363,0.7102251404159637,0.11498857781291005,0.6433206796646118,0.6903800070285797,-0.7966788411140442,0.0014102309942245483,5530.43904442513,0.7384749692115277,0.08917330532521009,0.9111864963045906
A89,temporalU,0.46632739355482045,0.47897773815566325,0.4814942460252496,0.6318897105700202,0.11672495032224106,0.9791071750209086,2.237450900604017,-1.212915046569833,-0.08553952067450155,5711.460838084724,0.7618328448825828,0.1635359536258038,0.8760347866190465
A84,temporalU,0.402547968570115,0.3518405258702515,0.42460134578193376,0.7589669363237991,0.15010019537056624,0.5542895512341176,0.863990437041906,-0.6574707656640015,-0.06851098642147235,416.0268767638706,0.639058182432981,0.36442537424692173,0.887527355967324
A87,temporalU,0.5465279109130279,0.598203240580915,0.5815044049641074,0.6421536732004872,0.12413350073089535,0.3032505088833204,1.0817299571208423,-0.9393093295257131,-0.0912805261395988,5543.586787290751,0.7394406812445979,0.05833452291976937,0.8571933830000733
A86,temporalU,0.3133357037004316,0.44689552338968497,0.422735048825416,1.0876900655335897,0.20203746174607662,0.19786080354242586,1.8652447069471236,-1.236308139639732,-0.03349237311340403,5609.8794945631535,0.7482832459067832,0.00011657218905747335,0.8685990797949035
A83,spatial_reduced_cert,-0.610193886095658,-0.6118749375455081,-0.6943384422920644,,0.18311136599630118,0.9028615147806704,1.8700630329549313,,,6972.095911983057,0.7377098626582432,,0.9131222989052177
A84,spatial_reduced_cert,-0.07648999229058973,-0.16318576306730392,-0.05285904762422433,,0.26175856991612817,0.09487668380606917,1.4669831813371275,,,400.1858065057414,0.6147247411762541,,0.9345220286014082
A83,spatial_reduced_cert,-0.2804069854352207,-0.2716545888092696,-0.33693649435447526,,0.178355098472191,0.8202991902183442,1.544885599544159,,,6971.754541320164,0.7376737426008003,,0.9132136865698934
A87,spatial_reduced_cert,-0.14078809350030497,-0.04456563148414716,-0.13261694909306243,,0.207727101482451,0.16176906407345087,1.6561666345223784,,,7333.785610220168,0.7336720298339503,,0.8709607569122616
A84,spatial_reduced_cert,-0.13814420464022703,-0.24838791184694742,-0.1258458186869973,,0.2634954796095127,0.08439688682741886,1.6407316406338168,,,400.25809306474906,0.6148357804374025,,0.9343075807692193
A86,spatial_reduced_cert,-0.2665085792541504,-0.12325215339660645,-0.19161558151245117,,0.19839006423950195,0.33840165138244627,1.5770893096923828,,,7290.538326184302,0.7293455708467689,,0.9155527865185277
A84,spatial_reduced_cert,-0.4530561761127956,-0.5740888810466913,-0.44723274871660124,,0.2800723497054969,4.623892004895769e-06,2.215218710084173,,,400.32744207443216,0.6149423073339971,,0.9341018475735167
A83,spatial_reduced_cert,-0.7251883647156774,-0.7274033514547682,-0.8102032809681532,,0.18529791677894536,0.9530058424413255,1.942585808075819,,,6967.5650776481225,0.737230460019905,,0.9143352395996331
A86,spatial_reduced_cert,-0.19285331306379305,-0.05505096100731066,-0.11677000713062569,,0.1963680539827442,0.31520000969759676,1.520643200768177,,,7288.772475169952,0.7291689150830284,,0.9159907834160044
A83,spatial_reduced_cert,-0.7697483583733629,-0.7707214783358722,-0.8571480177006379,,0.18241324414950216,0.9999999999996363,1.9839538306259783,,,6967.467720062868,0.7372201587200156,,0.9143613030061354
A83,spatial_reduced_cert,-0.8616453181052748,-0.8655187324945928,-0.9583810573521987,,0.18430093579529055,0.9557246139050677,2.111749733738179,,,6966.932819250584,0.7371635614485857,,0.9145045002441566
A83,spatial_reduced_cert,1.0119981949101202,1.0874910721904598,1.086882576229982,,0.14655897626653314,0.9991471274988726,0.10533316945657134,,,7452.928227658495,0.7885862054447673,,0.7843996311228439
A83,spatial_reduced_cert,-0.8584515413067493,-0.8463200706646603,-0.9491499380756068,,0.19191856067707702,0.6759982022853365,2.3113720784749603,,,6992.750394742924,0.7398952909472991,,0.907592928195638
A84,spatial_reduced_cert,-0.14047093328554183,-0.26256160950288177,-0.1285972238983959,,0.27594414222054187,4.3434160761524065e-05,1.6720806541852653,,,400.10235430858694,0.614596550397215,,0.934769600805935
A96,spatial_reduced_cert,-0.3978247983385934,-0.19371223922755476,-0.34675671601457125,,0.22820127090815617,0.1692575930262002,1.8271895447019233,,,4845.910770925991,0.7039382293617069,,0.8808698986362852
A84,spatial_reduced_cert,-0.24453073740005493,-0.3268228769302368,-0.21174699068069458,,0.27649065494537356,0.026795721054077126,1.7859601974487305,,,400.7886287055063,0.6156507353387194,,0.9327336751964371
A95,spatial_reduced_cert,-0.25649583074846305,-0.18112700620258693,-0.26612840105372015,,0.1976471518469043,0.5312113561056322,1.4739325986010954,,,3950.9652637307418,0.7568898972664256,,0.8811364752176918
A83,spatial_reduced_cert,-0.0928522864705883,-0.08397544641047716,-0.13833976787282154,,0.17703248286619783,0.685532129148487,1.421677477657795,,,6971.042928074249,0.7375984475795417,,0.9134041911438524
A83,spatial_reduced_cert,0.08242754040247746,0.08923853373084967,0.04903292843664531,,0.1733933734184393,0.6179149952544322,1.2234088235363743,,,6967.102694962154,0.7371815358123113,,0.9144590231535539
A84,spatial_reduced_cert,-0.8841924453154206,-0.9999679990578443,-0.8984492823947221,,0.29246975960209964,3.5645766183700633e-05,2.88745859824121,,,395.0807095327848,0.6068828103422194,,0.9496669876919237
A84,spatial_reduced_cert,-0.15569389606379502,-0.29162163917101225,-0.14927414174977116,,0.2664815568795825,0.00018414475111677708,1.7628774559905196,,,401.37607295883845,0.6165531074636535,,0.9309909425447749
A89,spatial_reduced_cert,-0.27422460080457256,-0.2519233205654956,-0.26962995615139107,,0.2057032660355526,0.11072202624485783,1.9061650086842974,,,7588.09071574939,0.7591127166616036,,0.8831104172420353
A83,spatial_reduced_cert,-0.02040220348862931,-0.006368820155330468,-0.04967012127235648,,0.1736090370555758,0.7254772200758453,1.2791055474663153,,,6971.933279294541,0.7376926546708857,,0.9131658369804507
A84,spatial_reduced_cert,-0.1024360263954236,-0.18365407242920462,-0.1049283713804261,,0.829663125549775,1.5148790555308267e-09,1.1398354409435,,,437.78470165514364,0.6724803404840916,,0.8229798322625805
A93,spatial_reduced_cert,-0.1560169536205649,-0.029408468676592747,-0.13767029937025654,,0.21268976274004675,0.011276241898667605,1.6692163703337428,,,5348.723903844699,0.7219225136785934,,0.9253079442136253
A84,spatial_reduced_cert,-0.3316284642642131,-0.4490500034589786,-0.3330467689811485,,0.26651290312758646,0.0007135672116418967,1.9846174716949463,,,401.5084110335294,0.6167563917565736,,0.9305983437875075
A92,spatial_reduced_cert,-0.128781259059906,-0.057403564453125,-0.04824399948120117,,0.1806304359436035,3.08394432067538e-05,1.7773823738098145,,,8036.6195929918495,0.8039835527202731,,0.826193638799317
A84,spatial_reduced_cert,0.07973946919105401,-0.012178740492799989,0.10250616845905824,,0.24605704060215433,0.14320352962959076,1.264592104455005,,,399.11201902622327,0.6130752980433537,,0.9377075640643696
A86,spatial_reduced_cert,-0.4251623165910132,-0.2914459364837967,-0.36447526956908405,,0.20004084391519428,0.41279804502846673,1.7192913494072855,,,7295.9593972218445,0.7298878948801365,,0.9142081587576637
A83,spatial_reduced_cert,-0.28160124760324834,-0.2785774953845248,-0.34547090561682126,,0.1947798066487303,0.37510576193672024,1.8077749768272042,,,6998.790044434878,0.7405343396926122,,0.9059760655275638
A84,spatial_reduced_cert,-0.5526742866312588,-0.6739870082972175,-0.5575393513350377,,0.27457794700694194,1.272117988260213e-05,2.3655527984401488,,,401.1014152714166,0.6161312062540962,,0.9318057516388889
