subject;model;sL;sC;sR;noise_amp;S_amplitude;S_d;U_int_amplitude;U_int_baseline;U_int_onset;U_ext_amplitude;nll;n_trials;nll/trial;nll_eval
A89;spatialU;1.619375168877923;1.8975452422791932;1.8282663054571913;1.9909902516471099;0.7084558932202708;0.5316724103759498;0.01389456197648542;-4.401511876248605;0.0;3.644906159453967;6008.738601406888;7497;0.801485741150712;20453.89098918846
A89;spatialU;-0.7154757403477561;-0.4313030662306119;-0.7169104954664363;1.9631593173282456;0.6364872292464133;0.14353339569643137;0.14406407938804477;-3.0962840524152853;0.0;4.135860361915547;8059.300138317568;9996;0.8062525148376919;20456.74455401806
A89;spatialU;-0.5210526403846645;-0.35512191389482695;-0.49539597469698116;1.7256789235429117;0.38163552168571385;0.9999999999999993;0.004342654950228564;-1.9847493510633445;0.0;2.500885001159425;8057.582926670402;9996;0.806080724957023;20444.287109280063
A87;spatialU;0.17236661911010742;0.5983521938323975;0.21833324432373047;1.9992452548220985;0.6381318473815918;0.3007349014282227;0.0;-1.581331729888916;0.0;1.6848554611206055;5865.511126934836;7497;0.7823811026990578;18799.12636588248
A86;spatialU;0.6408320045509015;1.4476320234212352;0.9784766462214805;1.999249558531949;0.6491128937126212;0.9999972425154;0.00019457855717064376;-2.604966554887227;0.0;2.2035209331046417;5887.378146015204;7497;0.7852978719508076;18551.01670097835
A84;spatialU;1.0066514331741274;0.5525628792909032;0.999103917839193;1.8475775681481266;1.6562691728975256;0.8247470470584745;0.9626883989451471;0.7582645775005687;0.0;4.9569055574559115;479.18333857469213;651;0.7360727167045962;541.2330255644144
A93;spatialU;-0.9999999999990905;-0.699061440848709;-0.9999988094796208;1.0739915712482797;0.24970977183140347;0.9313425194444791;0.0011776824248954654;-1.4006823487798101;0.0;2.3602319276433263;5848.813329473491;7409;0.7894200741629762;9046.725081150811
A89;spatialU;0.7756747322855517;1.0497510156710632;0.8481523492955603;1.928653812238481;0.5382995430892333;0.9355873160646297;0.0;-2.72745091910474;0.0;2.3458835354540497;8054.727513365304;9996;0.8057950693642761;20452.854144430712
A87;spatialU;-0.21764407638693228;0.06304972383077256;-0.22963598824571818;1.0808558313042158;0.32938549580867404;0.12621456624765415;0.0;-2.4778886472049635;0.0;3.0291858190321364;7839.8644822804;9996;0.7843001682953581;18810.074902175387
A96;spatialU;-0.9592633898239455;-0.7154816015756751;-0.9999999869364729;0.6264213006059208;0.21121286118750504;0.09344744679415268;0.0023959176123753423;1.0483192700444306;0.0;0.4231559402205676;5702.256358825186;6884;0.8283347412587428;8402.769936053479
A83;spatialU;0.5276069194078445;0.7322240956127644;0.36605894565582275;1.897390190285391;0.7613380122184754;0.7632724404335023;0.0;-1.8754690289497375;0.0;2.1555704325437546;5775.509633029355;7489;0.7711990430003145;14355.953778016625
A89;spatialU;-0.6394163375530866;-0.3543050740250351;-0.7056241147003561;1.9988121525283828;0.9922300622283546;0.946965871352586;0.0;-2.0923302434637208;0.0;3.9748059761570858;8087.201903997038;9996;0.809043807922873;20578.868379843487
A83;spatialU;0.3056456744670868;0.5053990334272385;0.2229333221912384;1.952159143090248;0.5427487158775329;0.3344537764787674;0.0;-1.3254424631595612;0.0;1.2619531750679016;7301.19887610843;9451;0.7725318882772648;14318.556507373978
A93;spatialU;0.6940032843186259;1.3564753224018489;0.8890145143279256;1.9999999863066527;0.5727988712890192;0.6577471170800039;1.163456647645944e-05;-1.975962410972926;0.0;1.470834001256435;4671.8331951019045;5981;0.7811123884136273;9046.816780061705
A92;spatialU;1.1767777769082102;1.4117916105224424;1.4021320796380934;1.6053446671730465;0.4387520583098933;0.685649364716494;0.05838695696763807;-1.903486237169517;0.0;1.1979224320198796;6305.839149397389;7497;0.8411149992526862;28772.77223983729
