subject,sL,sC,sR,noise_amp,S_amplitude,S_d,U_int_amplitude,U_int_baseline,U_ext_amplitude,nll,nll/trial
A83_julia_ext_julia,0.5084301363676786,0.4941581804305315,0.49848536867648363,0.7102251404159637,0.11498857781291005,0.6433206796646118,0.6903800070285797,-0.7966788411140442,0.08917330532521009,5530.43904442513,0.7384749692115277
A84_julia_ext_julia,0.402547968570115,0.3518405258702515,0.42460134578193376,0.7589669363237991,0.15010019537056624,0.5542895512341176,0.863990437041906,-0.6574707656640015,0.36442537424692173,416.0268767638706,0.639058182432981
A86_julia_ext_julia,0.3133357037004316,0.44689552338968497,0.422735048825416,1.0876900655335897,0.20203746174607662,0.19786080354242586,1.8652447069471236,-1.236308139639732,0.00011657218905747335,5609.8794945631535,0.7482832459067832
A87_julia_ext_julia,0.5465279109130279,0.598203240580915,0.5815044049641074,0.6421536732004872,0.12413350073089535,0.3032505088833204,1.0817299571208423,-0.9393093295257131,0.05833452291976937,5543.586787290751,0.7394406812445979
A89_julia_ext_julia,0.5192792381338904,0.5197410463339338,0.5376772081168326,0.4380787362991986,0.07453825340250542,0.5238346519871868,0.8785494087381949,-1.013500750125644,0.31994555593404983,5672.4986200000985,0.7566358036548084
A92_julia_ext_julia,0.4708087854228893,0.515426180853467,0.554879834670885,0.837818506280247,0.14053042084733536,0.309033338612619,1.8359046443870284,-1.201377929755722,0.05316830659661856,6060.541981862181,0.8083956224972898
A93_julia_ext_julia,0.4429699061438441,0.49734108801931143,0.4774170806631446,0.5030030053004276,0.08933120898902414,0.31237420737743377,1.3860279694199562,-1.272344520315528,7.450579042611594e-11,4433.37629327503,0.7412433193905751
A95_julia_ext_julia,0.4415661977814125,0.49473566002734515,0.47393988408839505,0.6957910974447982,0.12309739082424132,0.9867015011974218,1.9518713184315857,-0.9976905353137226,0.26368531197055656,3784.3984507581745,0.7635993645597607
A96_julia_ext_julia,0.618589170457625,0.7518248629209978,0.6775689602613113,0.6953502274103546,0.13895164305901975,0.9998800560105197,1.9621292957666583,-1.6190618516712902,8.859596883148413e-05,3902.4501122069305,0.7152584516508304
